Frame,YOLO_ms,Lane_ms,BEV_ms,Total_ms,FPS
1248,18.98,33.35,1.85,54.98,18.19
1249,18.34,28.36,1.83,49.26,20.3
1250,18.74,28.79,2.77,51.16,19.55
1251,16.43,25.97,1.78,44.94,22.25
1252,18.71,25.96,1.43,46.72,21.41
1253,17.12,28.98,1.45,48.35,20.68
1254,17.94,26.75,1.78,47.24,21.17
1255,16.57,24.96,1.92,44.28,22.58
1256,20.53,25.19,2.13,48.84,20.47
1257,29.98,27.55,2.63,61.23,16.33
1258,13.49,32.22,4.04,156.89,6.37
1259,16.86,25.16,2.1,44.99,22.23
1260,19.35,27.15,2.22,49.63,20.15
1261,18.0,27.83,1.97,48.65,20.55
1262,20.63,26.73,1.99,50.21,19.92
1263,17.03,25.81,2.21,45.98,21.75
1264,19.25,27.43,4.06,52.0,19.23
1265,18.38,26.72,1.71,47.57,21.02
1266,18.76,25.03,1.66,46.19,21.65
1267,16.62,25.04,1.46,43.8,22.83
1268,16.86,27.18,2.46,47.62,21.0
1269,17.31,27.93,1.56,47.47,21.07
1270,17.64,26.54,1.67,46.76,21.39
1271,17.64,27.38,1.97,47.74,20.95
1272,22.02,25.76,1.3,49.66,20.14
1273,16.73,27.61,1.32,46.26,21.62
1274,18.08,28.15,1.69,48.66,20.55
1275,17.26,27.78,1.64,47.42,21.09
1276,20.98,29.38,1.65,52.75,18.96
1277,18.02,28.98,1.88,49.67,20.13
1278,19.73,26.87,1.85,49.31,20.28
1279,17.44,25.77,1.58,45.49,21.98
1280,18.18,27.25,1.89,48.12,20.78
1281,18.52,30.07,1.97,51.23,19.52
1282,21.12,28.94,2.85,54.06,18.5
1283,23.11,26.98,2.0,52.94,18.89
1284,19.38,28.1,1.98,50.39,19.85
1285,18.84,29.75,1.84,51.25,19.51
1286,20.82,27.55,1.84,51.0,19.61
1287,16.96,26.26,1.84,45.82,21.82
1288,22.9,28.55,1.82,54.04,18.5
1289,18.03,30.91,2.68,52.61,19.01
1290,18.48,28.33,3.19,51.2,19.53
1291,18.37,26.99,2.32,48.7,20.53
1292,22.29,28.11,2.77,54.29,18.42
1293,19.66,35.0,6.1,62.37,16.03
1294,28.3,48.46,5.64,84.07,11.9
1295,32.47,41.68,3.65,79.41,12.59
1296,24.19,40.52,4.09,70.5,14.18
1297,41.54,38.59,3.84,85.49,11.7
1298,25.14,43.52,3.53,73.78,13.55
1299,33.78,36.87,3.01,74.86,13.36
1300,33.34,37.49,4.22,76.68,13.04
1301,33.86,44.0,3.84,83.2,12.02
1302,35.15,42.92,4.98,84.57,11.82
1303,35.09,37.67,3.53,77.66,12.88
1304,31.35,39.91,4.35,77.16,12.96
1305,41.35,43.56,3.97,90.43,11.06
1306,35.37,40.1,3.36,80.21,12.47
1307,32.96,36.21,4.6,75.46,13.25
1308,35.36,37.97,4.54,79.42,12.59
1309,42.92,40.26,4.42,89.29,11.2
1310,37.1,36.24,4.07,79.0,12.66
1311,29.27,38.77,4.58,74.29,13.46
1312,35.62,37.02,5.65,80.49,12.42
1313,40.77,37.94,8.95,91.81,10.89
1314,34.98,35.76,6.24,79.27,12.61
1315,41.31,31.65,3.14,77.32,12.93
1316,19.86,24.45,3.09,48.71,20.53
1317,19.55,26.97,2.85,50.54,19.79
1318,20.59,25.59,2.61,49.84,20.06
1319,18.36,23.57,3.1,46.23,21.63
1320,20.61,22.96,2.38,46.95,21.3
1321,18.67,26.67,3.12,49.75,20.1
1322,22.57,26.03,2.8,52.68,18.98
1323,18.15,24.0,3.07,46.53,21.49
1324,18.94,24.05,2.94,47.15,21.21
1325,19.31,25.62,3.09,49.33,20.27
1326,19.57,26.64,2.36,49.48,20.21
1327,22.99,37.04,2.54,63.63,15.72
1328,17.72,24.41,2.61,45.8,21.84
1329,18.26,31.99,3.17,54.54,18.34
1330,19.51,25.66,3.78,50.42,19.83
1331,17.62,24.05,2.52,45.36,22.05
1332,18.33,24.77,2.85,47.13,21.22
1333,19.07,27.93,3.6,51.96,19.24
1334,21.02,27.31,2.81,52.29,19.12
1335,17.81,24.98,2.79,46.69,21.42
1336,20.72,25.2,3.32,50.74,19.71
1337,19.64,27.69,2.31,50.68,19.73
1338,20.48,28.22,2.9,52.78,18.95
1339,19.15,25.79,2.7,48.8,20.49
1340,20.75,26.67,3.15,51.76,19.32
1341,18.65,41.45,3.24,64.5,15.5
1342,20.34,29.08,2.74,53.29,18.77
1343,17.51,26.15,2.52,47.24,21.17
1344,19.7,26.35,2.49,49.53,20.19
1345,18.11,27.74,2.45,49.3,20.29
1346,20.27,26.56,2.48,50.3,19.88
1347,17.92,27.03,2.15,47.99,20.84
1348,20.72,27.18,2.57,51.61,19.38
1349,18.68,26.85,2.78,49.44,20.23
1350,19.45,28.31,2.79,51.67,19.35
1351,18.97,27.47,3.16,50.84,19.67
1352,19.78,26.67,2.81,50.64,19.75
1353,18.31,27.44,2.62,49.46,20.22
1354,19.46,29.55,2.61,52.68,18.98
1355,17.67,36.3,2.7,57.79,17.3
1356,21.0,26.34,4.19,53.19,18.8
1357,18.49,30.3,2.72,52.73,18.97
1358,18.53,27.44,2.48,49.49,20.21
1359,17.43,26.76,2.09,47.11,21.23
1360,18.54,25.87,2.14,47.43,21.08
1361,18.35,28.09,1.85,48.96,20.42
1362,19.28,29.24,1.79,51.02,19.6
1363,17.41,27.15,2.19,47.66,20.98
1364,17.91,27.62,1.77,48.07,20.8
1365,17.62,28.79,2.07,49.39,20.25
1366,22.54,26.27,1.98,51.64,19.37
1367,17.99,25.37,1.98,46.15,21.67
1368,21.54,25.91,2.17,50.52,19.79
1369,17.61,36.03,4.11,59.39,16.84
1370,18.18,27.01,1.94,47.96,20.85
1371,17.42,26.93,1.79,46.96,21.3
1372,19.94,24.43,1.8,47.07,21.25
1373,17.24,26.53,2.03,46.64,21.44
1374,19.74,28.1,2.05,50.79,19.69
1375,17.48,26.38,2.13,46.82,21.36
1376,17.95,25.45,1.52,45.59,21.93
1377,18.13,28.15,2.22,49.53,20.19
1378,21.01,28.81,1.97,52.77,18.95
1379,17.39,26.29,2.06,46.63,21.45
1380,19.45,27.33,2.0,49.62,20.16
1381,17.95,26.4,1.96,47.14,21.21
1382,19.44,27.75,1.88,49.91,20.04
1383,16.58,24.33,1.62,43.19,23.16
1384,28.52,25.65,1.8,56.84,17.59
1385,18.15,30.1,2.0,51.1,19.57
1386,17.17,26.28,1.49,45.55,21.95
1387,16.25,23.54,1.15,41.46,24.12
1388,17.7,25.4,1.64,45.46,22.0
1389,19.77,26.01,1.57,48.0,20.83
1390,18.59,27.25,2.08,48.76,20.51
1391,16.6,24.04,1.56,42.94,23.29
1392,17.5,27.58,1.54,47.3,21.14
1393,18.14,25.48,1.96,46.3,21.6
1394,18.45,27.46,1.55,48.13,20.78
1395,16.8,24.97,1.5,43.96,22.75
1396,18.09,26.53,2.44,47.76,20.94
1397,17.2,27.71,1.6,47.2,21.19
1398,19.32,31.38,1.68,53.13,18.82
1399,21.04,26.03,1.31,48.98,20.42
1400,18.65,26.43,1.89,47.76,20.94
1401,17.11,28.94,1.45,48.15,20.77
1402,22.31,27.43,2.58,53.31,18.76
1403,18.05,29.73,1.93,50.48,19.81
1404,19.69,26.35,2.2,49.09,20.37
1405,17.67,29.89,2.17,50.61,19.76
1406,19.64,29.58,1.61,51.53,19.41
1407,18.48,26.52,1.7,47.41,21.09
1408,18.91,28.58,1.64,49.86,20.06
1409,17.75,28.45,1.78,48.8,20.49
1410,20.67,28.21,1.83,51.47,19.43
1411,16.75,26.36,1.56,45.34,22.06
1412,19.18,28.19,1.64,49.76,20.09
1413,22.76,42.74,2.77,69.36,14.42
1414,19.48,26.06,1.69,47.9,20.88
1415,16.88,25.72,1.34,44.57,22.44
1416,19.75,25.41,1.94,47.99,20.84
1417,17.09,29.45,1.54,48.77,20.5
1418,18.9,24.62,1.3,45.5,21.98
1419,16.48,26.05,1.52,44.65,22.39
1420,19.27,26.06,1.52,47.48,21.06
1421,18.04,25.97,1.38,46.03,21.72
1422,17.08,23.46,1.22,42.39,23.59
1423,16.21,23.48,1.36,41.66,24.01
1424,18.88,24.09,1.5,45.14,22.15
1425,16.59,24.12,1.35,42.7,23.42
1426,19.21,27.34,1.4,48.57,20.59
1427,16.86,23.77,1.71,43.04,23.23
1428,25.12,33.6,1.75,61.22,16.34
1429,17.07,25.86,1.44,45.03,22.21
1430,19.94,25.99,1.6,48.29,20.71
1431,16.54,23.47,1.42,42.02,23.8
1432,19.72,24.28,1.44,46.11,21.69
1433,16.62,24.62,1.77,43.71,22.88
1434,19.04,24.6,1.74,46.11,21.69
1435,16.91,24.96,1.38,43.9,22.78
1436,18.96,23.78,1.58,44.97,22.24
1437,16.55,26.39,1.36,44.9,22.27
1438,18.21,24.62,1.15,44.48,22.48
1439,16.8,24.36,2.18,44.04,22.71
1440,17.79,23.54,1.35,43.28,23.11
1441,16.54,25.31,1.57,44.11,22.67
1442,18.88,24.79,1.57,45.84,21.81
1443,17.21,23.54,1.33,42.68,23.43
1444,20.49,24.16,1.64,46.99,21.28
1445,16.65,24.35,1.56,43.23,23.13
1446,19.58,24.02,1.43,45.67,21.9
1447,16.7,25.4,1.18,43.86,22.8
1448,19.0,24.16,1.6,45.42,22.02
1449,15.92,25.72,0.95,43.02,23.24
1450,19.51,26.2,1.63,48.04,20.82
1451,16.23,24.23,1.56,42.71,23.41
1452,18.17,23.37,1.09,43.13,23.18
1453,16.46,25.05,1.87,44.22,22.61
1454,19.05,24.4,1.48,45.66,21.9
1455,16.61,23.51,2.07,43.11,23.2
1456,17.97,24.6,1.62,44.88,22.28
1457,25.33,38.44,3.08,68.16,14.67
1458,48.84,42.71,4.46,96.9,10.32
1459,31.39,32.66,2.21,67.21,14.88
1460,33.02,36.79,2.2,72.98,13.7
1461,29.91,41.92,2.21,74.99,13.34
1462,27.82,33.86,2.4,65.04,15.38
1463,17.94,44.35,2.29,65.55,15.25
1464,25.93,38.04,2.7,67.74,14.76
1465,32.54,43.8,2.37,79.68,12.55
1466,31.73,35.07,2.33,70.11,14.26
1467,23.12,37.08,1.58,62.52,16.0
1468,21.91,41.21,3.91,67.82,14.74
1469,18.78,51.68,1.37,72.48,13.8
1470,29.9,33.07,1.64,65.39,15.29
1471,30.76,32.46,1.59,65.55,15.26
1472,17.55,32.97,1.66,52.93,18.89
1473,32.19,37.11,1.72,71.8,13.93
1474,24.97,42.61,2.04,70.57,14.17
1475,16.7,35.01,3.65,56.26,17.78
1476,32.49,36.64,1.75,71.64,13.96
1477,33.87,38.81,1.81,75.3,13.28
1478,38.54,34.01,1.93,75.69,13.21
1479,36.16,40.17,2.33,79.37,12.6
1480,33.08,38.71,2.39,75.2,13.3
1481,37.9,41.76,2.12,82.65,12.1
1482,17.63,26.66,1.18,46.0,21.74
1483,16.22,25.32,1.19,43.28,23.11
1484,18.57,25.01,1.08,45.17,22.14
1485,17.29,28.24,0.7,46.6,21.46
1486,18.3,26.39,1.37,46.71,21.41
1487,17.0,25.3,1.11,43.93,22.76
1488,19.88,27.62,1.37,49.49,20.21
1489,17.57,28.7,1.44,48.31,20.7
1490,18.3,27.66,1.36,47.93,20.86
1491,16.91,24.84,1.32,43.69,22.89
1492,16.87,36.09,2.11,55.77,17.93
1493,16.69,28.02,1.45,46.83,21.35
1494,18.85,25.55,1.16,46.06,21.71
1495,16.44,24.2,1.2,42.43,23.57
1496,19.68,25.11,1.01,46.24,21.63
1497,16.64,24.26,0.99,42.34,23.62
1498,16.25,28.7,1.02,46.54,21.49
1499,17.52,25.42,1.42,45.0,22.22
1500,21.18,27.44,1.38,50.58,19.77
1501,17.77,23.1,1.06,42.44,23.56
1502,16.83,24.65,1.01,43.02,23.25
1503,17.06,24.42,1.15,43.14,23.18
1504,18.13,27.42,1.15,47.22,21.18
1505,16.7,24.69,1.3,43.31,23.09
1506,17.92,26.43,1.07,45.93,21.77
1507,16.57,27.89,1.88,47.39,21.1
1508,19.8,22.81,0.97,44.04,22.71
1509,16.47,23.14,1.1,41.2,24.27
1510,18.35,24.65,1.4,45.01,22.22
1511,16.85,24.6,1.13,43.12,23.19
1512,20.08,23.59,1.3,45.58,21.94
1513,16.44,22.62,0.91,40.39,24.76
1514,18.14,33.27,1.25,53.27,18.77
1515,16.82,26.36,1.05,44.73,22.35
1516,23.85,26.49,1.08,51.94,19.25
1517,16.28,24.67,1.26,42.8,23.36
1518,17.43,24.54,1.14,43.64,22.92
1519,17.21,25.96,1.48,45.32,22.07
1520,18.49,24.27,1.51,44.93,22.26
1521,16.06,22.82,1.53,41.08,24.34
1522,18.65,24.06,1.71,45.16,22.14
1523,19.62,34.48,2.26,57.38,17.43
1524,18.3,23.91,1.28,44.1,22.68
1525,16.48,22.84,1.64,41.63,24.02
1526,17.19,25.29,1.54,44.72,22.36
1527,16.23,24.68,1.04,42.49,23.54
1528,17.73,23.56,1.41,43.3,23.09
1529,16.52,23.38,1.12,41.58,24.05
1530,16.43,22.86,1.2,41.02,24.38
1531,16.6,25.06,1.12,43.29,23.1
1532,19.07,24.6,1.06,45.22,22.11
1533,15.87,22.45,1.03,39.87,25.08
1534,16.71,23.86,1.33,42.49,23.54
1535,16.61,26.84,1.31,45.35,22.05
1536,18.16,25.08,1.69,45.68,21.89
1537,16.46,24.92,1.7,43.87,22.79
1538,19.39,25.06,1.72,46.93,21.31
1539,19.47,37.28,1.53,58.91,16.97
1540,19.67,23.59,1.26,45.13,22.16
1541,16.66,23.68,1.34,42.28,23.65
1542,17.89,23.85,1.26,43.6,22.93
1543,17.41,26.08,1.56,45.71,21.88
1544,17.14,23.14,1.28,42.12,23.74
1545,16.73,24.52,1.66,43.64,22.92
1546,17.78,24.4,1.8,44.78,22.33
1547,17.22,26.09,1.75,45.81,21.83
1548,19.36,24.73,1.68,46.54,21.49
1549,16.77,24.31,1.47,43.23,23.13
1550,19.07,25.92,1.17,46.66,21.43
1551,16.77,26.7,1.27,45.31,22.07
1552,17.87,24.61,1.26,44.31,22.57
1553,16.71,24.94,1.22,43.45,23.02
1554,16.39,32.69,2.15,52.29,19.12
1555,17.29,33.42,1.73,53.2,18.8
1556,18.65,25.83,1.45,46.85,21.35
1557,16.7,25.41,1.36,44.05,22.7
1558,17.57,25.24,1.4,44.82,22.31
1559,16.99,27.52,2.25,47.43,21.09
1560,18.84,31.65,1.28,52.35,19.1
1561,16.89,24.81,1.71,44.18,22.63
1562,17.59,26.46,1.66,46.46,21.53
1563,16.32,26.12,1.08,44.04,22.71
1564,17.72,25.1,1.27,44.69,22.38
1565,16.18,23.76,1.2,41.75,23.95
1566,18.26,24.19,1.73,44.92,22.26
1567,17.32,30.16,2.14,50.52,19.79
1568,18.41,25.15,1.39,45.61,21.92
1569,16.74,32.19,2.16,52.06,19.21
1570,16.57,25.21,1.43,43.81,22.83
1571,16.81,25.52,1.21,44.15,22.65
1572,18.19,27.93,1.26,48.05,20.81
1573,17.57,25.92,1.29,45.36,22.05
1574,17.61,24.74,1.51,44.51,22.47
1575,16.88,27.55,1.35,46.38,21.56
1576,21.2,26.21,1.24,49.22,20.32
1577,16.62,25.98,1.46,44.68,22.38
1578,17.69,25.16,1.29,44.72,22.36
1579,16.81,26.86,1.48,45.82,21.82
1580,18.39,26.21,1.34,46.55,21.48
1581,16.86,26.82,1.25,45.53,21.96
1582,22.59,28.07,1.44,52.83,18.93
1583,19.0,29.43,1.46,50.58,19.77
1584,21.75,39.51,1.58,63.46,15.76
1585,17.54,27.19,1.53,47.03,21.26
1586,23.1,26.56,1.63,51.98,19.24
1587,17.2,27.23,1.48,46.58,21.47
1588,20.42,28.74,1.27,51.02,19.6
1589,17.21,25.73,1.53,45.14,22.15
1590,18.82,25.51,1.52,46.65,21.44
1591,16.7,26.77,1.32,45.4,22.03
1592,19.21,27.65,1.44,48.92,20.44
1593,16.71,25.79,1.54,44.66,22.39
1594,18.94,26.01,1.45,47.03,21.26
1595,17.33,27.95,1.36,47.31,21.14
1596,19.89,29.04,1.23,50.68,19.73
1597,16.87,25.34,1.54,44.4,22.52
1598,18.44,25.81,1.43,46.32,21.59
1599,24.5,34.37,1.66,61.22,16.34
1600,21.62,26.55,1.13,49.96,20.02
1601,17.25,26.33,1.3,45.48,21.99
1602,17.46,28.34,1.78,48.28,20.71
1603,17.16,30.78,1.67,50.3,19.88
1604,22.28,26.65,1.7,51.33,19.48
1605,18.4,26.04,1.53,46.63,21.45
1606,19.85,26.32,1.6,48.42,20.65
1607,16.69,25.93,1.32,44.55,22.45
1608,18.98,24.97,1.36,45.93,21.77
1609,16.87,24.13,1.32,42.92,23.3
1610,18.55,24.95,2.35,46.61,21.46
1611,17.49,28.8,1.5,48.51,20.61
1612,19.32,26.89,1.62,48.52,20.61
1613,17.32,28.39,1.68,48.12,20.78
1614,20.4,29.42,1.63,52.28,19.13
1615,17.86,29.34,1.15,48.88,20.46
1616,17.65,28.63,1.04,47.82,20.91
1617,17.66,27.59,1.11,46.92,21.31
1618,16.66,27.41,1.42,46.1,21.69
1619,18.82,28.56,1.59,49.69,20.12
1620,18.81,27.62,1.32,48.4,20.66
1621,17.4,25.95,1.07,44.94,22.25
1622,16.89,25.9,1.33,44.72,22.36
1623,17.11,29.17,1.35,48.28,20.71
1624,19.61,30.78,1.42,52.39,19.09
1625,16.96,26.75,1.57,45.95,21.76
1626,17.01,26.16,1.67,45.57,21.95
1627,23.49,46.05,2.44,73.1,13.68
1628,28.24,48.36,2.66,80.41,12.44
1629,26.94,61.48,3.22,92.77,10.78
1630,36.87,39.31,2.43,79.65,12.56
1631,27.43,38.02,2.05,68.42,14.62
1632,41.4,40.82,2.32,85.51,11.69
1633,33.88,39.57,2.43,76.85,13.01
1634,29.38,39.42,2.45,72.23,13.85
1635,33.82,48.07,2.37,85.31,11.72
1636,32.77,42.09,2.53,78.39,12.76
1637,37.02,36.18,2.29,76.52,13.07
1638,33.45,39.89,2.54,79.12,12.64
1639,33.93,45.23,2.4,82.55,12.11
1640,35.39,37.17,2.81,76.59,13.06
1641,29.54,36.66,2.55,69.82,14.32
1642,32.91,38.42,3.28,75.78,13.2
1643,44.77,40.39,3.21,89.74,11.14
1644,31.8,43.89,2.34,79.18,12.63
1645,32.91,40.45,3.04,77.66,12.88
1646,38.24,43.83,3.02,86.32,11.58
1647,21.39,39.95,2.29,64.6,15.48
1648,26.7,39.29,2.75,69.97,14.29
1649,24.68,40.92,2.49,69.24,14.44
1650,20.96,26.19,1.37,49.22,20.31
1651,16.79,26.96,1.35,45.7,21.88
1652,21.23,41.17,1.72,64.87,15.42
1653,17.32,25.27,1.45,44.72,22.36
1654,18.86,25.74,1.58,46.87,21.34
1655,17.01,26.8,1.7,46.26,21.62
1656,19.74,27.5,1.7,49.7,20.12
1657,16.99,25.54,1.96,45.26,22.1
1658,18.13,28.22,1.72,48.88,20.46
1659,21.6,29.95,2.48,55.05,18.16
1660,18.27,27.85,1.91,48.87,20.46
1661,17.37,25.95,1.86,46.01,21.73
1662,17.18,26.51,1.73,46.15,21.67
1663,17.3,28.32,2.0,48.5,20.62
1664,22.22,28.07,2.02,53.17,18.81
1665,18.1,28.54,1.7,49.09,20.37
1666,18.62,29.22,1.7,50.19,19.92
1667,18.12,28.27,1.58,48.73,20.52
1668,20.98,26.54,1.92,50.29,19.89
1669,18.12,27.89,1.85,48.72,20.53
1670,18.73,26.39,1.72,47.58,21.02
1671,17.36,27.97,1.96,48.11,20.79
1672,29.01,34.15,2.66,69.58,14.37
1673,18.79,27.4,2.09,49.12,20.36
1674,19.52,26.77,2.25,49.54,20.18
1675,18.52,28.31,2.18,50.0,20.0
1676,20.25,27.78,1.82,50.66,19.74
1677,18.03,26.48,2.06,47.38,21.11
1678,18.84,25.34,1.82,46.76,21.39
1679,17.22,26.85,1.82,46.62,21.45
1680,22.48,26.44,1.93,51.58,19.39
1681,17.86,25.67,1.57,45.77,21.85
1682,18.93,26.39,1.28,47.33,21.13
1683,17.48,29.28,1.54,48.97,20.42
1684,18.1,27.85,1.34,47.87,20.89
1685,16.41,27.02,1.39,45.5,21.98
1686,20.5,28.12,1.48,50.78,19.69
1687,24.79,34.22,1.74,61.42,16.28
1688,18.99,31.32,1.43,52.33,19.11
1689,18.37,27.36,1.51,48.04,20.82
1690,20.25,26.36,1.39,48.65,20.56
1691,17.95,27.36,1.37,47.28,21.15
1692,19.81,29.2,1.96,51.79,19.31
1693,18.25,27.37,1.63,48.03,20.82
1694,24.16,27.08,1.75,53.75,18.6
1695,17.43,26.02,1.71,45.91,21.78
1696,18.8,26.32,1.71,47.66,20.98
1697,16.5,24.08,1.85,43.18,23.16
1698,18.55,24.95,1.89,46.27,21.61
1699,17.48,25.64,1.63,45.48,21.99
1700,24.51,26.65,1.84,53.73,18.61
1701,16.27,26.15,1.66,44.81,22.32
1702,19.87,25.3,1.67,47.63,20.99
1703,17.12,26.97,1.36,46.04,21.72
1704,17.14,24.35,1.21,43.28,23.1
1705,16.06,25.01,1.24,42.88,23.32
1706,17.4,24.87,1.25,44.09,22.68
1707,17.26,29.72,1.69,49.52,20.2
1708,19.18,34.86,1.82,56.66,17.65
1709,16.55,28.89,1.3,47.35,21.12
1710,17.14,25.4,1.27,44.49,22.48
1711,16.76,28.75,1.56,47.8,20.92
1712,17.83,27.52,1.4,47.36,21.12
1713,16.29,27.3,1.43,45.65,21.91
1714,19.18,27.17,1.47,48.41,20.65
1715,18.02,29.69,1.55,49.93,20.03
1716,19.77,44.42,1.77,66.67,15.0
1717,17.32,24.99,1.7,44.75,22.35
1718,17.13,26.34,1.51,45.65,21.91
1719,17.92,27.69,1.5,47.76,20.94
1720,18.43,27.58,1.61,48.28,20.71
1721,16.57,24.67,1.32,43.16,23.17
1722,18.21,26.75,1.34,47.05,21.25
1723,17.53,27.65,1.5,47.41,21.09
1724,18.56,27.98,1.89,49.24,20.31
1725,18.02,27.11,2.18,48.22,20.74
1726,19.17,27.1,1.91,48.92,20.44
1727,18.61,28.04,1.59,48.9,20.45
1728,20.32,27.75,1.84,50.66,19.74
1729,17.88,26.2,1.77,46.61,21.45
1730,18.82,27.36,1.91,48.83,20.48
1731,19.15,34.75,2.24,56.99,17.55
1732,20.28,26.95,1.77,49.76,20.1
1733,19.25,27.26,2.16,49.74,20.1
1734,19.05,27.31,2.11,49.49,20.21
1735,18.67,29.49,1.78,50.75,19.71
1736,18.85,28.52,1.54,49.6,20.16
1737,17.43,26.77,2.05,47.16,21.2
1738,17.78,25.85,1.47,45.78,21.84
1739,17.76,30.61,2.23,51.62,19.37
1740,20.43,28.96,1.59,51.71,19.34
1741,18.59,28.42,1.63,49.34,20.27
1742,17.76,28.14,1.91,48.7,20.53
1743,17.82,28.78,1.45,48.73,20.52
1744,20.01,29.77,1.74,52.27,19.13
1745,23.52,26.24,1.92,52.55,19.03
1746,17.99,27.71,2.44,49.17,20.34
1747,17.58,27.44,1.75,47.73,20.95
1748,20.1,31.39,1.6,53.76,18.6
1749,16.68,27.31,1.45,46.1,21.69
1750,17.58,27.22,1.68,47.23,21.17
1751,18.51,26.25,1.74,47.25,21.16
1752,18.67,26.5,1.74,47.87,20.89
1753,18.12,28.28,2.38,49.98,20.01
1754,19.66,29.87,2.18,52.67,18.98
1755,17.72,28.63,2.02,49.22,20.32
1756,23.66,28.9,2.4,55.91,17.89
1757,18.85,31.38,2.23,53.39,18.73
1758,20.01,26.86,2.12,49.83,20.07
1759,18.91,30.37,2.29,52.47,19.06
1760,18.96,26.47,2.23,48.56,20.59
1761,17.81,28.93,2.11,49.75,20.1
1762,22.01,27.97,1.66,52.53,19.04
1763,17.06,25.96,1.55,45.22,22.11
1764,19.13,26.58,1.5,47.88,20.88
1765,17.16,28.9,1.55,48.25,20.73
1766,17.71,27.33,1.26,46.89,21.33
1767,16.69,26.2,1.26,44.75,22.35
1768,18.93,27.36,1.38,48.24,20.73
1769,17.09,28.18,1.51,47.4,21.1
1770,17.54,27.51,1.78,47.59,21.01
1771,17.0,25.41,1.32,44.36,22.54
1772,28.67,25.9,1.46,56.7,17.64
1773,17.71,28.04,1.83,48.34,20.69
1774,19.03,27.18,1.75,48.7,20.54
1775,17.08,27.57,1.85,47.32,21.13
1776,21.15,26.39,1.81,50.12,19.95
1777,17.1,30.29,2.0,50.22,19.91
1778,18.55,28.45,1.76,49.52,20.2
1779,17.54,26.56,1.76,46.66,21.43
1780,20.57,28.36,1.98,51.72,19.34
1781,17.13,29.26,2.85,50.31,19.88
1782,18.34,29.98,1.66,50.67,19.74
1783,18.6,29.0,3.08,51.92,19.26
1784,18.51,28.07,1.75,49.11,20.36
1785,17.3,29.76,1.5,49.25,20.31
1786,24.75,40.0,2.71,68.52,14.59
1787,20.42,50.06,2.8,74.45,13.43
1788,26.42,45.4,2.71,75.49,13.25
1789,31.58,53.45,2.27,88.44,11.31
1790,32.41,50.8,2.6,86.99,11.5
1791,31.75,42.44,2.24,77.41,12.92
1792,34.92,40.17,2.29,78.36,12.76
1793,32.58,47.24,2.45,83.49,11.98
1794,36.78,47.87,2.89,88.67,11.28
1795,31.79,37.1,1.71,71.47,13.99
1796,32.7,39.79,2.39,75.96,13.17
1797,40.21,58.27,2.56,102.11,9.79
1798,21.48,38.44,1.84,62.64,15.96
1799,32.34,37.49,1.46,72.09,13.87
1800,20.5,41.12,1.64,64.04,15.62
1801,33.88,41.75,2.26,78.88,12.68
1802,17.46,46.32,2.78,68.48,14.6
1803,19.96,50.54,2.16,73.65,13.58
1804,17.71,41.52,2.57,62.87,15.91
1805,23.14,39.97,2.2,66.37,15.07
1806,28.55,42.54,3.16,77.61,12.89
1807,37.32,44.13,2.99,85.73,11.67
1808,26.19,43.66,3.49,74.82,13.36
1809,25.84,30.91,2.01,59.6,16.78
1810,18.48,28.33,1.69,49.25,20.31
1811,17.6,27.02,1.99,47.43,21.08
1812,17.55,30.02,1.8,50.07,19.97
1813,18.94,29.72,1.61,50.96,19.62
1814,17.24,30.42,2.13,52.25,19.14
1815,19.22,27.72,1.89,49.67,20.13
1816,17.49,27.67,1.4,47.17,21.2
1817,18.41,32.47,1.6,53.15,18.82
1818,19.12,32.06,1.67,53.6,18.66
1819,18.29,29.08,1.45,49.41,20.24
1820,17.3,28.31,1.71,48.06,20.81
1821,22.06,35.78,2.96,62.02,16.12
1822,19.87,31.83,2.24,54.84,18.23
1823,18.42,29.09,2.28,50.7,19.72
1824,17.73,28.04,2.08,48.72,20.53
1825,20.94,34.09,2.4,58.46,17.11
1826,20.03,31.62,2.61,55.32,18.08
1827,21.51,28.71,3.76,58.32,17.15
1828,18.19,29.83,2.24,51.26,19.51
1829,19.23,33.32,2.67,56.3,17.76
1830,18.92,29.39,2.41,51.79,19.31
1831,19.36,28.59,1.98,50.76,19.7
1832,17.84,29.41,1.56,49.55,20.18
1833,19.09,33.66,1.97,55.54,18.0
1834,19.13,31.99,2.55,54.73,18.27
1835,20.09,30.66,2.6,54.42,18.38
1836,18.69,28.91,2.07,50.49,19.8
1837,18.61,31.17,1.78,52.32,19.11
1838,19.41,28.68,3.19,52.63,19.0
1839,20.8,27.62,2.27,51.67,19.35
1840,18.16,27.41,3.18,49.83,20.07
1841,30.22,28.69,2.34,62.24,16.07
1842,18.26,29.37,2.33,50.92,19.64
1843,19.29,27.84,1.9,49.91,20.04
1844,17.92,30.74,2.03,51.63,19.37
1845,18.73,42.05,3.06,65.08,15.37
1846,18.28,27.79,2.28,49.32,20.28
1847,19.75,27.71,1.79,50.01,20.0
1848,16.9,25.6,1.87,45.19,22.13
1849,21.33,28.04,1.79,51.96,19.24
1850,18.15,27.53,2.14,48.8,20.49
1851,20.93,27.17,2.45,51.61,19.38
1852,17.78,27.15,2.46,48.46,20.64
1853,20.11,29.65,2.61,53.43,18.72
1854,18.4,30.33,4.39,54.98,18.19
